Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.8,s13a.h.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
9787,344,Deodorant H,0,5,2,4,3,3,5,1,5,1,2,5,4,4,5,5,3,4,4,3,4,1,2,2,5,3,3,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,3,3,6,10,2,4,1,4,10,3,1,0,0,2
9788,344,Deodorant H,1,4,2,4,1,3,1,1,3,1,4,2,2,5,1,3,3,3,3,5,3,4,1,1,1,3,3,5,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,1,2,6,9,3,4,3,4,4,2,5,0,0,2
9789,344,Deodorant H,1,2,1,3,1,4,5,1,4,5,5,3,5,4,3,1,3,4,1,5,4,5,3,2,5,5,4,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,1,3,3,1,7,5,4,1,2,7,2,1,0,0,4
9790,344,Deodorant H,0,5,2,4,2,5,4,1,5,1,5,5,4,5,4,1,5,5,4,5,3,4,3,5,3,4,5,1,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,2,3,2,6,4,7,4,1,5,10,2,5,0,0,3
9791,344,Deodorant H,0,5,2,3,1,2,4,2,5,2,5,2,5,3,5,2,5,5,2,4,5,1,1,4,1,5,4,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,2,6,5,4,4,1,5,2,1,1,0,0,4
9792,344,Deodorant H,1,4,2,4,4,2,2,3,4,1,5,1,2,5,1,3,1,5,2,3,5,4,4,4,2,4,1,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,2,6,8,7,4,1,4,6,1,1,0,0,4
9793,344,Deodorant H,0,6,2,3,5,4,5,4,5,2,5,5,4,4,4,3,4,5,2,1,4,2,4,4,2,3,1,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,1,7,7,4,4,1,4,4,1,1,0,0,6
9794,344,Deodorant H,0,6,0,3,1,3,3,1,3,4,2,2,4,5,3,3,3,4,4,5,3,5,4,1,3,2,1,3,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,3,1,7,5,3,4,1,4,2,2,1,0,0,6
9795,344,Deodorant H,0,7,2,3,5,5,3,3,5,1,5,4,5,3,4,2,1,5,1,3,4,1,4,1,2,4,3,3,2,1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,3,4,9,7,4,1,3,5,2,1,0,0,5
9796,344,Deodorant H,0,5,2,3,1,4,4,4,4,4,1,4,3,2,4,2,2,5,2,4,5,1,1,1,3,4,4,4,2,1,0,0,,,0,0,0,,,,1,0,0,,,,,,0,0,4,3,3,2,5,4,5,4,2,4,8,4,5,0,0,6
9797,344,Deodorant H,1,1,0,3,3,4,2,2,3,5,5,4,4,5,5,1,4,5,2,3,4,4,4,4,3,5,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,2,7,8,2,4,2,5,4,2,1,0,1,2
9798,344,Deodorant H,0,7,1,3,3,5,5,1,5,1,4,4,2,3,5,1,4,3,1,2,3,4,3,5,3,3,5,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,4,3,1,2,9,2,4,1,2,10,3,2,0,0,5
9799,344,Deodorant H,1,4,2,3,5,4,5,1,1,2,4,5,2,5,4,1,4,3,5,3,3,2,2,5,5,4,3,2,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,3,2,1,6,5,7,4,3,3,5,1,2,0,0,3
9800,344,Deodorant H,0,6,0,3,2,4,4,2,3,4,4,5,5,4,2,5,5,5,3,5,5,3,3,4,2,4,3,5,5,1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,2,1,9,5,4,1,2,6,3,2,0.2,0,1
9801,344,Deodorant H,0,6,1,4,2,4,4,4,3,1,5,4,4,3,1,2,4,5,2,5,3,2,5,4,4,2,4,3,1,-1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,2,4,3,7,4,1,5,4,1,4,0.333333333,0,1
9802,344,Deodorant H,1,2,2,3,2,5,3,3,2,2,5,5,5,4,4,1,4,2,3,1,2,5,2,3,4,2,2,3,5,0,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,5,3,2,3,6,7,7,4,2,5,4,2,1,0.142857143,0,1
9803,344,Deodorant H,1,3,1,4,2,3,5,5,4,4,5,3,3,3,4,1,5,4,5,4,3,1,2,1,4,5,2,4,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,2,3,6,5,4,4,2,4,8,4,1,0.5,1,6
9804,344,Deodorant H,1,1,1,5,2,5,5,3,5,4,4,4,4,3,5,1,5,3,3,5,2,2,1,3,2,2,3,4,4,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,2,2,7,4,2,4,2,4,4,2,2,0,0,6
9805,344,Deodorant H,1,4,2,3,2,4,1,2,3,1,2,5,2,2,4,1,2,4,1,5,5,3,2,5,4,4,3,3,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,2,2,5,8,5,4,1,2,4,1,1,0,0,1
9806,344,Deodorant H,0,5,1,3,3,5,3,2,1,2,5,1,5,3,5,3,4,5,4,1,3,5,3,2,2,4,2,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,3,1,6,2,4,1,2,8,2,1,0,0,3
9807,344,Deodorant H,0,5,1,3,1,3,3,1,5,2,3,4,4,5,5,3,5,4,4,4,2,1,2,2,3,2,3,4,1,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,2,3,1,3,2,4,1,6,5,2,3,0,1,2
9808,344,Deodorant H,0,5,2,3,4,4,4,1,4,3,4,3,5,1,4,1,4,2,4,5,3,3,1,3,5,1,2,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,6,8,2,4,1,3,7,1,1,0,0,2
9809,344,Deodorant H,1,4,2,4,2,5,2,5,5,1,3,5,5,3,1,2,5,4,2,4,3,3,3,4,1,5,4,5,2,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,2,2,6,1,2,4,1,3,7,1,1,0.5,0,1
9810,344,Deodorant H,0,5,1,3,1,5,3,1,3,1,3,5,1,5,5,4,3,4,2,5,1,1,1,2,2,1,5,4,2,3,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,3,1,2,5,6,3,4,1,6,5,1,1,0,0,1
9811,344,Deodorant H,0,6,0,3,1,1,3,1,4,1,5,4,1,5,5,4,5,5,1,4,3,2,4,4,1,2,4,1,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,3,2,7,5,2,4,1,2,3,3,1,0,0,3
9812,344,Deodorant H,0,6,3,3,1,5,1,4,5,2,5,4,4,3,5,2,4,2,3,2,5,4,1,3,4,5,5,5,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,1,6,10,5,4,1,4,2,1,3,0,0,6
9813,344,Deodorant H,0,6,1,4,1,5,4,1,4,2,4,5,4,3,5,1,4,4,2,4,3,2,1,1,5,2,1,2,3,2,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,3,3,3,1,7,5,4,2,2,7,2,1,0,0,3
9814,344,Deodorant H,0,5,1,3,1,4,4,3,5,5,3,5,5,4,5,3,4,2,1,1,5,1,3,2,5,4,5,2,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,3,7,8,2,4,2,3,4,2,2,0,0,6
9815,344,Deodorant H,0,6,1,4,1,2,5,4,3,3,4,4,5,4,5,1,4,5,2,4,2,4,3,4,4,4,1,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,4,2,1,3,10,1,4,1,4,7,2,2,0,0,1
9816,344,Deodorant H,0,6,2,3,5,1,4,2,4,5,5,5,5,5,5,1,3,3,1,5,2,2,3,5,5,3,5,3,3,-1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,5,5,2,2,7,8,3,4,1,4,3,2,5,0,0,4
9817,344,Deodorant H,1,3,2,3,2,5,2,1,1,2,5,5,2,5,2,2,4,5,4,5,4,5,2,1,1,4,4,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,3,4,8,6,4,1,4,5,1,1,0,0,1
9818,344,Deodorant H,1,1,2,3,5,3,4,2,1,2,5,5,2,4,5,5,5,4,1,5,3,5,3,1,3,1,3,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,3,7,3,2,4,1,3,5,2,1,0,0,1
9819,344,Deodorant H,0,7,1,3,5,5,5,5,2,2,1,5,1,5,4,3,5,5,2,5,3,1,3,5,5,4,4,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,7,7,1,4,2,3,4,2,1,0,0,6
9820,344,Deodorant H,0,7,0,2,2,1,2,4,3,1,5,4,4,4,4,1,3,2,4,3,4,5,3,5,3,1,1,5,3,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,2,3,6,3,6,4,3,3,3,2,2,0,0,6
9821,344,Deodorant H,0,5,0,3,2,5,2,5,5,4,4,5,5,5,3,1,5,4,1,4,5,2,3,3,5,1,5,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,1,2,1,8,2,4,1,5,3,2,3,0.333333333,1,3
9822,344,Deodorant H,0,5,5,4,2,5,2,1,4,2,5,3,4,3,1,4,3,4,4,4,3,3,2,1,2,4,3,4,4,-1,0,0,,,0,0,1,,,,0,0,1,,,,,,0,0,5,1,3,2,5,9,2,4,1,3,3,2,6,0,0,2
9823,344,Deodorant H,0,5,1,3,3,4,4,4,5,5,5,3,5,5,2,4,4,5,1,4,5,3,4,4,4,5,5,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,3,4,8,2,4,1,4,5,2,1,0,0,2
9824,344,Deodorant H,0,6,2,3,3,4,4,4,5,4,5,1,3,3,5,2,4,4,1,1,4,3,2,1,5,1,4,5,4,6,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,4,8,2,4,1,2,5,2,1,0.333333333,0,3
9825,344,Deodorant H,1,4,0,3,1,4,4,2,4,2,4,4,1,1,4,4,5,1,4,5,3,2,4,5,4,2,3,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,5,3,1,4,6,7,4,1,2,6,1,1,0,0,6
9826,344,Deodorant H,0,5,1,5,2,5,2,2,1,2,4,5,3,5,5,5,5,4,1,5,4,5,4,5,4,3,1,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,2,3,2,8,4,4,1,3,7,1,1,0,1,6
9827,344,Deodorant H,1,4,1,3,5,5,5,2,2,3,3,4,3,5,3,4,4,5,1,4,5,2,2,2,2,1,2,3,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,2,3,5,8,6,4,2,3,4,1,3,0.25,0,4
9828,344,Deodorant H,0,5,1,3,1,3,2,2,2,2,3,5,5,5,1,2,3,5,2,5,4,3,5,2,2,3,2,4,3,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,4,1,3,2,6,10,3,4,2,2,4,1,2,0,0,6
9829,344,Deodorant H,0,7,2,4,3,1,5,2,4,3,5,4,5,2,2,3,5,5,4,1,5,4,5,5,4,3,5,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,1,3,3,7,7,4,1,4,5,2,1,0.2,0,2
9830,344,Deodorant H,0,7,1,3,2,5,5,1,4,4,3,3,3,3,4,1,1,5,1,4,4,2,2,4,5,5,3,5,5,-1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,2,3,2,1,3,4,4,1,2,10,2,1,0,0,4
9831,344,Deodorant H,0,6,2,4,2,5,1,1,4,1,3,4,5,4,4,3,2,5,4,2,1,4,4,5,5,1,5,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,2,3,6,7,4,4,2,3,3,2,1,0,0,3
9832,344,Deodorant H,0,7,0,3,2,5,2,1,4,1,5,4,4,5,4,5,4,4,1,4,1,2,4,5,2,4,4,4,4,-1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,1,1,1,3,3,6,3,7,4,1,4,4,1,2,0,1,2
9833,344,Deodorant H,0,7,0,3,1,4,4,1,3,5,2,3,3,5,3,4,2,4,1,3,4,5,2,1,1,2,3,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,3,3,5,8,7,4,1,3,3,1,1,0,0,4
9834,344,Deodorant H,0,6,3,3,5,2,3,2,4,2,3,5,5,5,4,2,3,5,2,3,4,3,5,5,5,5,5,5,2,1,1,0,,,1,0,0,,,,0,0,0,,,,,,0,0,1,1,1,3,7,8,3,4,1,4,4,1,2,0,0,2
9835,344,Deodorant H,0,5,0,3,5,5,2,3,4,2,5,5,3,4,4,1,4,3,2,4,5,1,3,1,2,3,3,3,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,1,3,5,9,2,4,1,4,3,1,1,0,0,2
9836,344,Deodorant H,0,5,0,5,1,4,3,1,4,5,3,5,4,5,4,1,2,4,3,5,5,5,1,4,1,2,4,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,1,2,6,8,2,4,1,4,4,2,2,0.333333333,0,3
9837,344,Deodorant H,0,7,0,3,2,4,4,1,2,3,5,3,2,4,4,2,1,4,2,4,3,4,3,5,5,5,4,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,3,3,6,7,2,4,2,3,2,1,1,0.5,0,6
9838,344,Deodorant H,0,5,1,3,3,5,3,4,4,2,1,5,2,4,1,5,5,4,1,4,1,2,4,5,4,4,4,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,1,2,3,1,7,4,1,4,5,2,1,0.333333333,0,3
9839,344,Deodorant H,0,7,0,3,5,4,3,3,1,2,5,4,3,5,2,2,1,5,1,5,3,4,3,5,1,5,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,1,7,6,3,4,1,2,4,2,1,0,1,1
9840,344,Deodorant H,0,7,1,3,4,3,5,2,3,3,5,3,4,3,2,2,5,5,1,4,4,4,5,5,3,4,2,4,2,3,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,5,1,1,3,5,8,3,4,1,3,3,2,1,0,0,2
9841,344,Deodorant H,0,6,1,4,2,5,3,1,1,5,1,3,3,5,5,5,4,3,3,3,4,2,3,4,3,5,5,4,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,7,9,3,4,2,3,3,1,1,0,0,6
9842,344,Deodorant H,1,4,0,3,4,2,4,3,5,1,4,1,3,5,4,1,3,2,1,5,4,4,3,2,2,5,5,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,3,3,5,5,2,4,1,4,6,1,1,0,0,2
9843,344,Deodorant H,0,6,1,5,1,3,5,4,3,1,3,4,5,5,5,2,4,5,1,2,1,4,2,1,1,4,5,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,2,5,2,2,4,3,5,3,4,1,0,0,1
9844,344,Deodorant H,0,6,1,2,5,2,4,2,3,2,4,5,5,5,4,2,2,4,3,4,4,1,3,5,2,5,2,2,2,0,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,5,4,3,1,6,9,4,4,4,4,6,2,1,0.25,0,3
9845,344,Deodorant H,1,1,2,3,4,3,2,3,5,3,2,4,5,5,5,4,5,5,2,5,4,4,1,1,5,3,3,4,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,1,3,6,1,2,4,1,2,6,2,5,0,0,4
9846,344,Deodorant H,0,6,1,3,2,4,3,5,5,1,4,5,3,4,4,1,5,5,2,3,5,3,3,5,4,2,5,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,2,4,5,7,4,3,4,3,2,1,0,0,4
9847,344,Deodorant H,0,5,2,3,1,4,4,5,4,2,5,3,5,3,4,1,3,3,1,5,3,4,5,4,5,4,4,4,5,-1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,4,5,1,3,1,10,3,4,1,3,2,1,4,0,0,6
9848,344,Deodorant H,0,7,1,3,3,5,5,2,4,1,3,4,3,4,5,4,3,4,4,4,3,1,4,1,3,4,2,5,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,3,3,7,3,4,3,3,4,2,1,0,0,3
9849,344,Deodorant H,0,5,0,3,1,2,5,2,3,1,4,4,4,5,5,4,4,4,1,5,4,1,3,2,5,3,3,2,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,6,6,1,4,1,3,7,1,1,0,0,1
9850,344,Deodorant H,1,3,0,3,1,1,5,4,5,1,3,5,3,2,3,1,5,3,4,5,5,1,2,1,2,2,5,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,1,3,6,2,4,5,2,2,1,1,0,0,1
9851,344,Deodorant H,0,6,2,4,1,5,4,4,1,1,4,5,3,4,3,5,5,5,5,3,4,1,1,1,3,3,5,1,3,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,2,3,7,7,3,4,1,2,3,2,2,0,0,6
9852,344,Deodorant H,0,7,2,3,1,4,2,3,5,3,5,4,3,1,5,5,4,5,5,3,1,1,3,5,4,4,1,3,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,1,6,10,3,4,3,4,5,2,1,0.5,0,6
9853,344,Deodorant H,1,4,0,3,1,5,4,4,1,2,4,4,2,2,1,1,5,5,2,4,5,1,2,2,3,5,5,5,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,3,7,7,5,4,1,4,3,2,4,0.333333333,1,1
9854,344,Deodorant H,0,5,0,5,1,4,4,2,2,2,5,5,1,3,1,1,2,4,1,4,3,1,4,1,5,4,5,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,4,3,3,7,9,7,4,4,4,4,2,1,0.25,0,4
9855,344,Deodorant H,0,5,3,3,5,2,3,2,4,2,4,4,5,3,5,1,5,5,2,5,5,4,2,4,1,1,1,5,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,2,1,1,1,2,4,1,2,9,2,1,0.166666667,0,3
9856,344,Deodorant H,0,7,1,2,2,4,1,1,5,3,5,3,4,5,4,3,4,3,1,4,4,4,5,1,4,5,4,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,1,6,6,5,4,2,3,3,2,2,0.5,0,5
9857,344,Deodorant H,0,5,2,4,2,5,1,1,1,1,5,4,4,5,4,4,4,1,1,2,4,1,3,4,5,4,1,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,2,1,9,3,4,2,3,2,1,1,0,0,2
9858,344,Deodorant H,0,6,0,4,2,5,4,5,3,2,2,4,3,4,5,1,4,5,2,5,4,5,3,5,2,2,5,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,1,3,3,7,5,6,4,1,2,4,2,1,0,0,3
9859,344,Deodorant H,1,3,1,4,4,3,4,1,3,3,5,2,5,4,4,5,4,4,2,4,3,2,2,5,1,2,2,4,5,0,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,2,2,5,1,2,4,4,3,3,1,2,0,0,2
9860,344,Deodorant H,0,5,1,4,1,5,2,2,5,1,4,1,3,5,5,3,4,5,5,3,5,5,3,5,3,3,4,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,1,7,3,2,4,1,4,3,2,1,0.333333333,0,3
9861,344,Deodorant H,0,5,0,5,5,4,4,5,2,1,3,2,4,5,5,1,4,5,2,4,3,1,2,4,4,5,3,5,4,2,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,2,2,3,3,6,6,1,4,1,3,3,1,1,0,0,4
9862,344,Deodorant H,0,5,1,3,2,3,3,5,2,4,4,4,2,4,5,1,3,4,3,5,5,1,2,1,5,5,4,4,4,0,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,4,2,1,3,5,10,2,4,4,3,5,1,2,0,1,6
9863,344,Deodorant H,0,5,1,3,2,5,4,1,2,2,2,3,3,3,5,3,5,5,2,2,5,1,2,3,4,5,5,4,4,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,2,1,5,9,2,4,1,4,5,2,1,0,1,1
9864,344,Deodorant H,1,3,1,3,1,4,1,1,4,1,5,5,3,1,3,1,1,1,4,4,4,2,2,5,5,3,4,4,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,2,3,2,8,2,4,2,5,2,2,1,0,0,2
9865,344,Deodorant H,1,4,0,3,5,2,2,3,5,1,4,2,5,2,5,3,5,2,1,5,5,3,5,1,4,4,3,2,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,3,1,5,7,2,4,1,3,9,3,1,0.25,0,2
9866,344,Deodorant H,0,6,1,3,4,3,2,2,4,2,5,3,2,3,5,1,3,2,2,3,4,1,2,5,4,3,4,3,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,4,7,5,4,2,4,6,2,2,0,0,1
9867,344,Deodorant H,1,4,0,3,2,1,5,3,3,3,2,4,5,5,5,1,4,5,1,4,4,1,5,4,5,5,4,4,4,1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,2,6,10,2,4,2,4,2,1,3,0,0,6
9868,344,Deodorant H,0,5,1,3,1,4,2,3,5,1,4,1,4,5,5,5,4,3,2,3,3,4,3,4,4,4,4,2,5,2,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,4,4,3,3,5,7,3,4,3,2,8,2,5,0,0,2
9869,344,Deodorant H,0,6,2,3,3,5,3,2,5,1,4,2,5,5,4,1,4,5,3,4,3,4,4,1,4,3,5,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,2,1,2,7,6,4,4,2,4,1,1,0.333333333,0,4
9870,344,Deodorant H,0,7,0,3,1,4,5,3,3,5,5,5,5,5,4,1,4,4,2,2,3,3,1,1,4,5,5,5,1,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,1,3,2,5,7,4,2,4,10,1,2,0,0,1
9871,344,Deodorant H,0,5,1,3,5,3,4,1,5,5,4,4,4,5,5,4,3,5,4,4,4,3,2,2,4,3,5,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,1,7,10,2,4,1,3,3,1,1,0,0,2
9872,344,Deodorant H,0,7,0,3,5,5,5,5,4,5,5,4,2,4,3,5,4,5,2,5,1,5,3,1,5,4,4,2,2,4,0,0,,,1,0,0,,,,0,0,1,,,,,,0,0,5,5,3,2,5,7,1,4,1,3,8,1,1,0.25,0,2
9873,344,Deodorant H,0,5,0,2,2,5,5,2,4,2,4,5,4,4,2,1,4,3,1,4,2,3,1,1,3,2,3,3,2,1,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,4,2,2,2,6,4,6,4,1,4,4,1,1,0.25,0,1
9874,344,Deodorant H,0,7,1,1,5,4,5,5,3,5,1,4,3,5,1,1,2,5,4,5,4,5,5,4,5,5,3,5,1,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,3,3,2,7,7,5,4,1,4,10,3,1,0,0,2
9875,344,Deodorant H,0,5,2,5,5,1,3,1,3,2,1,4,4,2,5,2,4,5,3,4,5,3,3,5,5,2,3,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,2,1,5,7,2,4,1,2,8,1,1,0,0,3
9876,344,Deodorant H,0,7,0,3,2,3,4,3,5,2,4,2,5,5,2,1,1,4,3,5,3,3,2,4,2,5,3,4,4,3,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,1,5,2,1,4,9,1,4,2,2,2,2,1,0,0,6
9877,344,Deodorant H,0,5,3,1,4,5,4,1,5,3,5,5,4,5,3,5,4,3,1,4,4,2,2,3,4,3,2,4,4,2,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,3,3,3,6,7,2,4,1,2,3,2,1,0.333333333,0,2
9878,344,Deodorant H,0,5,0,3,2,4,4,4,4,5,4,4,5,1,4,2,4,5,2,4,4,2,3,4,5,3,3,3,5,1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,2,4,3,2,1,8,1,4,1,4,6,1,2,0,0,3
9879,344,Deodorant H,0,6,1,4,5,5,4,4,5,1,5,4,4,5,5,1,5,5,4,5,4,1,3,1,5,4,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,3,1,1,10,3,4,1,2,3,1,2,0,0,3
9880,344,Deodorant H,0,6,0,4,1,4,4,1,3,3,3,4,4,5,3,1,5,5,2,4,3,1,1,3,5,5,5,4,4,1,0,1,,,0,0,0,,,,0,1,0,,,,,,0,0,5,1,3,1,5,10,2,4,1,2,2,1,1,0,1,4
9881,344,Deodorant H,0,5,1,3,4,5,5,4,4,1,4,1,3,5,3,5,2,3,3,1,5,4,4,2,1,4,5,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,4,5,1,3,6,7,7,4,2,4,5,2,3,0,0,5
9882,344,Deodorant H,0,6,1,3,2,4,5,5,1,1,5,5,5,5,2,1,4,5,1,5,3,2,2,4,3,4,3,5,2,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,6,10,7,4,4,3,8,1,1,0.25,0,1
9883,344,Deodorant H,0,5,1,3,1,2,2,3,5,1,3,5,5,4,5,3,5,3,2,3,2,2,4,1,5,4,4,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,1,5,8,1,4,1,4,7,1,1,0,0,3
9884,344,Deodorant H,0,7,0,4,3,1,3,2,4,2,3,4,5,4,5,5,5,4,2,5,5,3,1,5,4,5,4,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,2,1,6,9,2,4,5,2,4,3,2,0,0,4
